bloc	type	nom	url	pays	canal_contact	contact	signal	date_signal	pertinence	preuve	cle	decision	action	file	score	priorite	regle	motif
JOB_BOARD	OFFRE	AI et AUTOMATION ENGINEER Liege — GAMING1	https://be.linkedin.com/jobs/view/ai-automation-engineer-liege-belgium-at-gaming1-4447219331	BE	COMPTE_REQUIS	NON_PUBLIC	Liege Wallonie zone francophone, mention n8n NON VERIFIEE	INCONNU	3	Carte LinkedIn GAMING1 Liege Walloon Region 2 weeks ago	cd2ea94462771230	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	56	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Compliance Ops Builder — Alan Toulouse	https://fr.linkedin.com/jobs/view/compliance-ops-builder-at-alan-4450728494	FR	COMPTE_REQUIS	NON_PUBLIC	Poste Ops Toulouse, Alan full-remote par defaut	INCONNU	3	Carte LinkedIn 1 week ago, mention n8n NON VERIFIEE	8fcc6d8b22bd3490	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	56	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	GenAI Automation Expert — Orange	https://be.linkedin.com/jobs/view/genai-automation-expert-at-orange-4450356159	BE	COMPTE_REQUIS	NON_PUBLIC	Bruxelles grand compte telecom, contexte souverainete RGPD favorable	INCONNU	3	Carte LinkedIn Orange Brussels 1 week ago, n8n NON VERIFIEE	edfd7a0e56950e45	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	56	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	AI Product Engineer — Neho	https://ch.linkedin.com/jobs/view/ai-product-engineer-at-neho-4452402573	CH	COMPTE_REQUIS	NON_PUBLIC	Lausanne Vaud CDI, doublement sourcee LinkedIn et jobup	2026-08-16	3	Carte LinkedIn 1 week ago et jobup Neho Lausanne Permanent	8e73fa6af9c6e841	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	54	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Stage en Automatisation N8N et IA — 8P Design	https://ca.indeed.com/viewjob?jk=9e52416d650a8fcb	CA	COMPTE_REQUIS	NON_PUBLIC	Montreal stage temps plein, n8n dans l intitule mais format stage inadapte	INCONNU	3	Batir et configurer des agents automatises avec n8n	b54a33f4f796cbd7	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	54	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	SW Developer Business Systems et Automation — Really Great Reading	https://ca.linkedin.com/jobs/view/sw-developer-business-systems-automation-quebec-canada-at-really-great-reading-4446379591	CA	COMPTE_REQUIS	NON_PUBLIC	Quebec intitule bilingue, automatisation systemes d entreprise	INCONNU	3	Carte LinkedIn 3 weeks ago, mention n8n NON VERIFIEE	22fff66ad099f000	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	54	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Consultant HubSpot — Mi4	https://www.welcometothejungle.com/fr/companies/mi4/jobs/consultant-hubspot_valbonne	FR	CANDIDATURE_DIRECTE	NON_PUBLIC	CDI Valbonne agence, automatisation low-code en appui	INCONNU	2	Participer au deploiement d automatisations low-code Make ou N8N	ad390b364f6df69a	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	53	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	We Work Remotely — n8n	https://weworkremotely.com/remote-jobs/search?term=n8n	INT	CANDIDATURE_DIRECTE	NON_PUBLIC	Zero resultat sur n8n, board non pertinent	2026-08-19	1	There arent any jobs that match your search	f21eb56810dc1bd0	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	53	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	AI and CRM Implementation Consultant Partner Coach Remote 6000 usd/mo	https://community.n8n.io/t/hiring-ai-and-crm-implementation-consultant-partner-coach-remote-6-000-mo/307267	INT	COMPTE_REQUIS	NON_PUBLIC	Remote mondial budget 6000 USD/mois soit environ 300 EUR/j sous la cible	2026-08-12	4	Budget annonce dans l intitule, created_at du flux JSON officiel	d10b4878e44f0305	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	52	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	AI et Business Transformation Specialist — SECO Luxembourg	https://lu.linkedin.com/jobs/view/ai-business-transformation-specialist-at-seco-luxembourg-4454770892	LU	COMPTE_REQUIS	NON_PUBLIC	Bertrange republiee le jour du releve	2026-08-19	3	Carte LinkedIn SECO Luxembourg Bertrange 13 hours ago	7fabfeffa379cf49	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	52	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Architecte Agentic AI — Inetum	https://www.hellowork.com/fr-fr/emplois/80957527.html	FR	COMPTE_REQUIS	NON_PUBLIC	CDI Saint-Ouen-sur-Seine, ESN architecture agents IA	2026-08-03	3	Carte HelloWork Architecte Agentic ai Inetum CDI il y a 16 jours	96c768c43ca4ee78	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	51	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Marketing AI Engineer — SonarSource	https://www.jobup.ch/fr/emplois/detail/37c9c47c-14d7-4cf1-8e1e-ba3e7c283bbc	CH	COMPTE_REQUIS	NON_PUBLIC	Geneve temps plein, remonte sur le mot-cle n8n	INCONNU	3	Carte jobup Marketing AI Engineer SonarSource Geneva il y a 3 semaines	dd0558450216d6f1	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	51	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Product Builder AI — Hymaia	https://www.hellowork.com/fr-fr/emplois/80994798.html	FR	COMPTE_REQUIS	NON_PUBLIC	CDI Paris 3e 48000-65000 EUR/an	2026-08-06	3	Carte HelloWork Product Builder ai Hymaia Paris CDI	63da57586e7c4797	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	51	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	AI et automation builder — Dicar Motorhomes	https://be.linkedin.com/jobs/view/ai-automation-builder-at-dicar-motorhomes-4447125262	BE	COMPTE_REQUIS	NON_PUBLIC	Geel Flandre, PME industrielle internalisant l automatisation IA	INCONNU	3	Carte LinkedIn Dicar Motorhomes Geel 2 weeks ago	31d83063daef9378	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	50	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Developpeur IA — Actua	https://www.hellowork.com/fr-fr/emplois/81639850.html	FR	COMPTE_REQUIS	NON_PUBLIC	CDI Val-de-Moder 50000-75000 EUR/an, meilleure fourchette CDI du lot	2026-07-25	2	Carte HelloWork Developpeur IA Actua CDI 50000-75000	a0998769eac4e8a9	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	43	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Intelligent Automation Agentic AI Engineer UiPath — Deloitte Luxembourg	https://lu.linkedin.com/jobs/view/intelligent-automation-agentic-ai-engineer-uipath-at-deloitte-4446643679	LU	COMPTE_REQUIS	NON_PUBLIC	Luxembourg oriente UiPath RPA proprietaire, eloigne du self-hosted	INCONNU	2	Carte LinkedIn Deloitte Luxembourg 2 weeks ago	72770d40719ee025	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	43	P2	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Charge de mission IA Admin — EPFL	https://www.jobup.ch/fr/emplois/detail/d856e7f2-00bf-40bb-8b91-5d34cf925e4c	CH	COMPTE_REQUIS	NON_PUBLIC	Lausanne contrat temporaire, institution publique contexte souverainete	INCONNU	3	Carte jobup Charge de mission IA Admin EPFL Lausanne Temporary	a7a39fdc3ea65e5f	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	36	P3	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	JOBBOARD	Jobboom — Quebec	https://www.jobboom.com/fr/recherche-emploi?keywords=n8n	CA	COMPTE_REQUIS	NON_PUBLIC	2828 offres mais filtre mot-cle non applique	2026-08-19	1	Memes 2828 resultats non filtres sur deux syntaxes	722972f45a63ffec	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	36	P3	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
JOB_BOARD	OFFRE	Digitalisierungsspezialist — yellowshark AG	https://www.jobup.ch/fr/emplois/detail/bf37a680-f6e0-47fa-8c60-6007f549063f	CH	COMPTE_REQUIS	NON_PUBLIC	Horgen Zurich CDI, germanophone	INCONNU	2	Carte jobup yellowshark Horgen Permanent il y a 4 semaines	5a468d1027304f24	CONTACTABLE	CANDIDATURE_PLATEFORME	FILE_CANDIDATURE	18	P3	R04_CANDIDATURE_PLATEFORME	postuler via le compte de la plateforme
